,ticker,date,time,title,compound
59,MSFT,May-11-23,07:05PM,Market Rally Weak Outside Google; Tesla Pops On Elon Musk's Twitter News,-0.4404
60,MSFT,May-11-23,04:43PM,"Google, Amazon Lead Split Market; Tesla Pops On Elon Musk's Twitter News; Debt-Ceiling Talks Delayed",-0.0516
61,MSFT,May-11-23,04:35PM,AWS Announces Amazon Aurora I/O-Optimized,0.1779
62,MSFT,May-11-23,02:06PM,Pinterest Aspires To Do Something No Social Media Platform Ever Has done,-0.296
63,MSFT,May-11-23,01:36PM,Target Is Doing Something To Reach Customers in a New Way,0.0258
64,MSFT,May-11-23,12:00PM,Amazon Will Pay You $10 To Pick Up Your Order in Store  Heres How To Get the Cash,0.0772
65,MSFT,May-11-23,11:34AM,"Amazon Finds Its Pay Attractive, Leaving It Unfazed By Unionization Frenzy: Report",0.2263
66,MSFT,May-11-23,10:00AM,2 Reasons to Buy Amazon Stock That You Don't Already Know About,0.1779
67,MSFT,May-11-23,08:58AM,Morgan Stanleys Top 5 Stock Picks For 2023,0.2023
68,MSFT,May-11-23,08:30AM,3 Top E-Commerce Stocks to Buy in May,0.2023
69,MSFT,May-11-23,08:12AM,Italy wrestles with antitrust loophole that could save Amazon a packet,0.5994
70,MSFT,May-11-23,07:36AM,5 High-Flying Bigwigs to Buy for Long -Term Gains,0.34
71,MSFT,May-11-23,07:15AM,"Walmart, Amazon and Other Retailers Are Going Deeper Into Advertising",0.1779
72,MSFT,May-11-23,06:22AM,Amazon Is About to Do Something It Hasn't Since 2015. Here's What It Means for Investors.,0.1779
73,MSFT,May-11-23,05:59AM,AI Software Revenue Is Soaring Toward $14 Trillion: 2 Growth Stocks to Buy Now and Hold,0.3818
74,MSFT,May-11-23,05:30AM,"Up 25%, Is Amazon Stock a Buy?",0.1779
75,MSFT,May-11-23,05:26AM,A Bull Market in Artificial Intelligence Is Coming: 2 AI Stocks to Buy Right Now,0.4767
76,MSFT,May-11-23,05:15AM,Shopify Just Made a Brilliant Move. Time to Buy the Stock?,0.5859
77,MSFT,May-10-23,10:12PM,Amazon to receive $1 billion in tax breaks in eastern Oregon for new data centers,0.1779
78,MSFT,May-10-23,07:54PM,Amazon reportedly has more AI features in development for Astro robot,0.1779
79,MSFT,May-10-23,07:00PM,Which Amazon Services Are Worth the Money?,0.3818
80,MSFT,May-10-23,06:00PM,Making Returns on Amazon? Here's Why You Need to Be Careful,0.3182
81,MSFT,May-10-23,05:15PM,15 of Your Favorite Companies That Have Gone Out of Business,0.4588
82,MSFT,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, may be on the rise",0.6705
83,MSFT,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, are on the rise",0.6705
84,MSFT,May-10-23,02:56PM,Microsoft-Activision Deal Blocked in the U.K. Now What?,-0.2732
85,MSFT,May-10-23,02:47PM,Jeff Bezos Wanted Amazon To Be Named Cadabra  Little-Known Facts About Amazon's Early Days,0.1779
86,MSFT,May-10-23,12:20PM,Earnings Estimates Moving Higher for Amazon (AMZN): Time to Buy?,0.1779
87,MSFT,May-10-23,12:06PM,Is This the Turning Point for Rivian Stock?,0.0
88,MSFT,May-10-23,12:05PM,Wealthy Americans are getting hit hardest by the economy slowing down,0.3612
89,MSFT,May-10-23,11:50AM,Rivian And Worksport Continue Pursuing Their Ambitious Goals While Nikola Retracts,0.4767
90,MSFT,May-10-23,11:37AM,Top 15 Wholesale Suppliers for Resellers in the US,0.2023
91,MSFT,May-10-23,10:45AM,"As Shopify Drops Its Logistics Business, Amazon Could Be Poised to Strike",0.296
92,MSFT,May-10-23,10:00AM,Rivian Earnings: 8 Key Metrics Investors Should See,0.0
93,MSFT,May-10-23,09:43AM,Stocks trade higher at the open as investors digest April CPI data,0.0
94,MSFT,May-10-23,09:00AM,Paramount didn't follow Warren Buffett's advice: Morning Brief,0.0
95,MSFT,May-10-23,07:42AM,"Zacks Investment Ideas feature highlights: Apple, Amazon, Nvidia, Elf Beauty and Salesforce",0.6705
96,MSFT,May-10-23,07:29AM,Q1 2023 Clean Energy Fuels Corp Earnings Call,0.5859
97,MSFT,May-10-23,06:58AM,Is Amazon's AI-Powered Supply Chain the Secret to Its Dominance?,0.2023
98,MSFT,May-10-23,05:53AM,Heres Why Amazon.com (AMZN) Rose in Q1,0.0
99,MSFT,May-10-23,05:05AM,"Why AI Is the Next Big Thing in Investing, and How to Get in Early With These Stocks",0.0
100,GOOGL,May-15-23,08:10PM,Amazon Makes Major Change That Will Shake Up Shopping,0.0
101,GOOGL,May-15-23,07:00PM,Amazon planning conversational AI chatbot for website search,0.1779
